|2022-01-08 15:39:37,049|	##ERROR##	테스트	 >> File "loggerTest.py", line 10, in loggerTest
|2022-01-13 20:57:58,097|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 20:57:58,097|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 20:57:58,385|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 20:57:58,385|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 20:57:58,471|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 20:57:58,471|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 20:58:05,001|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 20:58:05,001|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 20:58:05,002|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 20:58:05,002|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 20:58:05,162|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 20:58:05,164|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 20:58:05,165|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 20:58:05,165|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 20:58:05,165|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 20:58:05,165|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:00:44,205|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:00:44,206|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:00:44,829|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:00:47,192|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:00:47,192|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:00:47,478|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:00:47,479|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:00:47,565|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:00:47,565|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:00:53,558|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:00:53,559|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:00:53,559|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:00:53,559|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:00:53,728|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:00:53,731|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:00:53,731|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:00:53,732|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:00:53,732|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:00:53,732|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:02:39,753|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:02:39,753|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:02:40,166|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:02:42,624|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:02:42,624|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:02:42,762|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:02:42,762|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:02:42,885|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:02:42,885|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:02:48,871|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:02:48,871|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:02:48,872|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:02:48,872|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:02:49,026|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:02:49,028|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:02:49,028|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:02:49,029|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:02:49,029|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:02:49,029|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:05:44,182|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:05:44,182|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:05:44,731|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:05:47,115|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:05:47,115|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:05:47,227|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:05:47,228|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:05:47,310|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:05:47,310|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:05:53,071|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:05:53,071|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:05:53,071|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:05:53,071|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:05:53,236|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:05:53,239|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:05:53,239|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:05:53,239|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:05:53,239|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:05:53,239|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:14:07,124|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:14:07,124|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:14:07,602|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:14:10,109|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:14:10,109|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:14:10,263|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:14:10,263|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:14:10,352|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:14:10,352|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:14:15,950|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:14:15,950|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:14:15,950|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:14:15,950|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:14:16,046|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:14:16,049|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:14:16,049|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:14:16,049|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:14:16,049|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:14:16,049|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:20:26,861|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:20:26,861|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:20:27,345|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:20:29,773|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:20:29,773|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:20:29,965|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:20:29,965|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:20:30,052|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:20:30,052|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:20:35,304|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:20:35,304|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:20:35,304|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:20:35,304|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:20:35,397|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:20:35,400|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:20:35,400|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:20:35,400|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:20:35,400|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:20:35,401|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:23:35,170|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:23:35,170|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:23:35,679|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:23:38,000|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:23:38,000|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:23:38,155|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:23:38,156|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:23:38,231|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:23:38,231|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:23:43,288|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:23:43,288|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:23:43,288|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:23:43,288|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:23:43,444|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:23:43,446|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:23:43,446|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:23:43,447|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:23:43,447|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:23:43,447|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:25:50,827|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:25:50,827|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:25:51,357|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:25:53,831|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:25:53,831|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:25:53,983|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:25:53,984|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:25:54,067|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:25:54,067|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:25:59,757|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:25:59,757|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:25:59,757|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:25:59,757|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:25:59,852|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:25:59,854|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:25:59,854|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:25:59,854|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:25:59,855|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:25:59,855|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:26:38,150|	##INFO##	ZIL의 업비트 출금주소를 등록해주세요.	 >> File "TranferMoney.py", line 373, in TranferMoney
|2022-01-13 21:27:38,288|	##INFO##	ZIL의 업비트 출금주소를 등록해주세요.	 >> File "TranferMoney.py", line 373, in TranferMoney
|2022-01-13 21:28:38,400|	##INFO##	ZIL의 업비트 출금주소를 등록해주세요.	 >> File "TranferMoney.py", line 373, in TranferMoney
|2022-01-13 21:41:58,295|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:41:58,295|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:41:58,852|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:42:01,299|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:42:01,299|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:42:01,407|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-13 21:42:01,407|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-13 21:42:01,495|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-13 21:42:01,495|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-13 21:42:06,934|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-13 21:42:06,935|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-13 21:42:06,935|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-13 21:42:06,935|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-13 21:42:07,032|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-13 21:42:07,035|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-13 21:42:07,035|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-13 21:42:07,035|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-13 21:42:07,035|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-13 21:42:07,036|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-13 21:44:18,263|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-13 21:44:18,263|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-13 21:44:18,797|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-13 21:44:24,260|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-13 21:44:24,261|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-13 21:44:24,445|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
